Dışa Aktarım Tarihi:,21.08.2026 08:51:06
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,Fonun Risk Değeri,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşından İtibaren (%),1 Yıl (%),3 Yıl (%),5 Yıl (%)
KVK,HEDEF PORTFÖY KATILIM İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Şemsiye Fonu,2,"2,8037","8,5244","17,5053","22,6024","","",""
KVR,ATLAS PORTFÖY KISA VADELİ KATILIM SERBEST FON,Serbest Şemsiye Fonu,2,"3,3098","10,1909","20,2131","26,3431","","",""
KVS,AZİMUT PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,5279","10,8881","21,9254","28,7332","49,4238","251,164",""
KVT,AK PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"","-4,6736","1,5875","15,01","23,8037","19,7607","",""
KYA,KARE PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KYS,KARE PORTFÖY YEDİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","",""
KZL,KUVEYT TÜRK PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,"","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
KZU,KUVEYT TÜRK PORTFÖY İKİNCİ ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
LKF,İŞ PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,5,"12,1087","","","","","",""
LKT,AKTİF PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"3,3404","9,8133","19,8966","25,9711","44,2215","",""
LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"1,3897","-3,6358","-11,6644","-1,9594","-54,814","24,3618",""
LPH,STATECH PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,"","3,7778","11,2103","24,8942","37,2704","65,6328","",""
LTL,AHLATCI PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"-4,3241","","","","","",""
MAC,MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-4,6208","-5,4692","-2,9297","12,852","11,8103","106,317","1202,5451"
MAD,MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"-2,0951","0,1947","2,8138","5,7235","10,4811","123,9924","741,3165"
MAS,MARMARA CAPİTAL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"-8,7146","-8,182","9,616","24,5315","33,3448","147,5368","1161,4752"
MBL,MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,"3,2152","9,8275","20,0727","25,9523","44,732","233,6288","304,6891"
MBR,MT PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3,"4,0525","17,6232","22,4551","36,6323","54,876","",""
MCU,AZİMUT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"3,8478","10,4144","21,358","28,9675","35,0174","",""
MD1,MT PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"5,8452","21,6622","22,2144","51,0088","75,6511","",""
MD2,MT PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"4,4561","21,2382","24,6168","44,1831","71,8872","",""
MDF,FİBA PORTFÖY MODEL EMTİA FON SEPETİ SERBEST FON,Serbest Şemsiye Fonu,6,"8,4718","1,059","9,5569","16,4658","","",""
MET,GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00",""
MGB,İŞ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"2,9931","3,7785","9,8014","12,1397","23,3754","",""
MGH,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"4,9009","9,5987","14,5335","18,3843","35,4016","",""
MHF,MT PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,1271","22,5285","37,1756","60,727","80,5282","",""
MJB,AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"4,1491","5,2905","13,949","29,6401","41,935","182,6417",""
MJG,AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,7,"13,9568","-10,5447","-13,1379","-4,3652","85,3668","359,5755","1198,5736"
MJH,AKTİF PORTFÖY FORTUNA SERBEST FON,Serbest Şemsiye Fonu,6,"-8,8984","-3,1416","-12,1546","-12,268","-13,354","50,6675","295,3057"
MJL,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","4,2333","6,795","10,1469","12,8159","20,1057","103,548","524,8737"
MKA,MARMARA CAPİTAL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-5,9999","-9,0034","1,5087","14,9604","16,1506","",""
MKG,AKTİF PORTFÖY ALTIN KATILIM FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,8816","4,8173","-4,9026","12,4041","54,1883","317,4934","1355,6284"
MLT,DENİZ PORTFÖY MELTEM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"-1,7953","1,9129","-2,1069","22,9543","","",""
MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"2,1278","3,1758","5,796","32,3752","34,4774","140,1217","1247,9149"
MOZ,EMAA BLUE PORTFÖY MOZAİK SERBEST FON,Serbest Şemsiye Fonu,5,"3,8858","5,2492","14,9261","20,3758","","",""
MPE,MT PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"-0,8024","5,6334","15,2876","21,2168","","",""
MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,2313","9,8348","19,4864","25,5704","44,1044","218,1364","364,6374"
MPI,MEKSA PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON,Serbest Şemsiye Fonu,1,"3,2316","10,2454","20,2806","25,6145","43,9213","",""
MPK,AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,2,"3,1884","9,7347","19,3875","25,7791","44,2808","227,2416","435,1999"
MPL,MT PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"2,669","10,5473","19,4333","26,7888","48,6503","",""
MPN,AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,2677","6,514","9,0061","12,6746","21,9244","128,5247",""
MPP,MEKSA PORTFÖY PRİME SERBEST FON,Serbest Şemsiye Fonu,7,"-0,9436","-1,4731","-0,7862","8,6391","17,9833","94,702","531,8637"
MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,3831","0,7797","10,3418","30,9967","32,1381","123,6614","871,2343"
MRI,TEB PORTFÖY MERİDYEN SERBEST FON,Serbest Şemsiye Fonu,"","1,6646","1,798","-3,1202","4,7661","8,0305","",""
MT1,MT PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,5334","6,7997","11,8238","12,5147","21,519","",""
MT2,MT PORTFÖY PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,3382","11,5425","24,6706","33,5931","","",""
MTD,BV PORTFÖY MALZEME TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"9,8338","2,0447","7,512","22,0632","","",""
MTF,MT PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"2,7373","7,6205","17,3188","21,3371","33,1923","",""
MTG,DENİZ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOGUN FON),Serbest Şemsiye Fonu,3,"4,5539","14,8397","22,8819","24,6088","39,2112","",""
MTH,MT PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"7,1767","22,0996","18,0084","42,3407","76,7632","",""
MTK,MT PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"6,5071","17,437","22,9003","51,0163","56,7595","",""
MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"1,2825","1,7947","5,2225","16,3154","25,0607","106,1865",""
MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"2,294","4,1553","26,0506","25,0311","36,9231","210,6904",""
MTX,TEB PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"2,2013","2,443","22,8298","16,1849","31,5182","211,7776",""
MUT,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"3,8989","9,1312","13,9717","17,6757","34,849","",""
NAK,NEO PORTFÖY ALTIN KATILIM FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,2501","4,2382","-5,4236","","","",""
NAU,NEO PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"11,3774","2,8174","-8,9322","8,0368","49,0385","",""
NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,Serbest Şemsiye Fonu,7,"4,8379","15,133","29,5716","38,4117","65,455","218,0209","589,1861"
NBO,NEO PORTFÖY BORÇLANMA ARACI FONLARI FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","","",""
NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"1,8892","5,9167","11,5124","14,3271","22,4915","99,8898","609,1892"
NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,0629","6,4264","12,141","15,1287","22,9542","112,9442",""
NFF,NEO PORTFÖY FON SEPETİ SERBEST FON,Serbest Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","",""
NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","0,00",""
NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"-4,2785","3,7227","8,5016","29,4672","28,3085","106,5413",""
NJF,NUROL PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"11,187","5,509","-1,569","15,5932","57,9557","322,315",""
NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,2,"3,4797","10,9847","22,788","28,9342","50,4446","273,2042",""
NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,Katılım Şemsiye Fonu,1,"3,259","10,0659","20,467","26,6909","45,728","233,3447",""
NKA,NEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,3,"1,8387","5,7849","10,7772","13,4675","20,042","",""
NKC,NEO PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-4,7287","-2,052","0,4727","18,7933","25,3286","",""
NKM,NEO PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,459","-1,5165","7,6799","","","",""
NKP,NEO PORTFÖY KAR PAYI ÖDEYEN DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"0,446","-0,999","-2,8403","7,7744","12,2975","",""
NKT,NUROL PORTFÖY BİRİNCİ KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5,"4,0344","10,759","24,8718","48,8353","","",""
NLE,NUROL PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,5074","5,5985","13,1328","27,6671","24,3974","",""
NLK,NUROL PORTFÖY KISA VADELİ SERBEST FON,Serbest Şemsiye Fonu,1,"3,4867","10,7217","21,9395","28,8652","49,8702","",""
NME,NUROL PORTFÖY MERCAN KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","4,1023","6,5094","9,8522","12,6446","20,3681","",""
NMU,NUROL PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"2,8691","11,7594","19,421","24,8779","","",""
NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,6031","2,98","-2,8615","13,7749","9,2301","112,3097","1410,2303"
NOI,TACİRLER PORTFÖY NOVA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Şemsiye Fonu,1,"3,3947","9,7568","20,6352","26,1363","43,0286","",""
NPH,NUROL PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,8435","-10,453","-6,2786","3,0589","2,8276","",""
NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,7,"-4,7159","-2,1769","0,6538","19,1422","15,303","94,8445",""
NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,Para Piyasası Şemsiye Fonu,1,"3,4057","10,3269","21,0329","27,6776","48,0968","264,8567",""
NSA,NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Serbest Şemsiye Fonu,2,"3,375","10,4916","21,0205","27,6045","47,0414","",""
NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9911","6,2718","12,6896","15,5825","23,4106","110,5131",""
NSH,NUROL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"3,2922","10,1577","20,4789","27,0081","44,4838","",""
NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,3,"3,3199","9,7005","20,9674","28,4288","44,7172","250,6008","504,8808"
NSP,NUROL PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,1,"3,3335","10,3226","20,9283","27,333","46,8805","",""
NST,İŞ PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-2,6704","-2,0887","2,4799","16,3192","16,631","",""
NSY,NEO PORTFÖY YEDİNCİ SERBEST FON,Serbest Şemsiye Fonu,3,"2,363","7,1252","13,9524","25,3956","","",""
NTB,AZİMUT PORTFÖY AVŞAR HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"2,0607","5,2087","2,2357","26,3379","19,977","84,8015",""
NTI,NEO PORTFÖY TEKNOLOJİ VE İNOVASYON DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"3,3966","3,4559","32,2811","38,2654","59,6393","",""
NUB,NUROL PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","4,2243","6,9384","10,6433","13,553","21,5019","",""
NUH,NEO PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,8227","5,0948","15,8971","38,4118","","",""
NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,Para Piyasası Şemsiye Fonu,"","3,371","10,2443","20,783","27,3372","47,6253","262,7467",""
NVC,NEO PORTFÖY VENTO SERBEST FON,Serbest Şemsiye Fonu,6,"9,2441","-18,2256","-12,3413","-5,3672","12,0164","115,9561",""
NVK,INVEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9628","5,9654","10,4845","12,1792","16,4082","",""
NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Serbest Şemsiye Fonu,3,"2,9731","9,845","19,829","25,7281","44,5625","253,7973",""
NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,5,"4,151","6,7206","11,4447","14,956","23,4073","",""
NZH,NEO PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"3,0701","7,6676","18,095","27,3679","40,1695","106,853","223,1803"
NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,2,"3,2958","10,1695","20,5954","26,9625","46,6409","259,7366","375,4798"
NZU,NUROL PORTFÖY ZÜMRÜT KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9159","6,0254","11,3485","14,2266","21,8146","",""
OBI,OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,3,"4,2328","10,4004","13,4987","16,3075","35,4289","150,5305",""
OBP,OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"3,8836","10,5158","10,8233","20,2614","35,1294","194,181","528,4268"
ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,Serbest Şemsiye Fonu,"","3,5806","8,2313","14,8415","20,8977","37,226","143,6538","490,8259"
ODG,ONE PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,3,"2,8202","10,3336","","","","",""
ODP,OSMANLI PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,6,"5,0502","7,0946","31,0317","31,6157","56,687","248,1604",""
ODS,OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,2141","4,9989","7,0787","9,3959","15,0166","107,0075","583,0436"
ODV,AK PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
OFI,OYAK PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"","5,3096","5,7604","11,9074","20,7514","35,6809","140,8783",""
OFS,OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,4,"5,2381","5,6021","9,6759","19,1678","36,8416","176,3365","649,8712"
OGD,OYAK PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"12,7722","4,2969","-5,6375","11,8125","52,716","276,8488","1095,9997"
OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"3,2679","5,2655","2,2481","25,5793","27,0468","127,9571","1210,8705"
OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"5,2892","9,7511","24,0926","46,1445","45,8539","122,567",""
OIL,OSMANLI PORTFÖY ALTIN FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"10,9312","2,698","-2,5657","13,50","16,5693","80,6946",""
OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3,"3,5721","7,3932","12,5866","23,3544","44,0981","223,6376",""
OJB,QNB PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,8722","5,9909","11,2944","14,0132","21,1334","94,037","515,8852"
OJK,QNB PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,8127","5,3977","-5,3189","13,551","57,0304","312,0892",""
OJT,QNB PORTFÖY TEKNOLOJİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"4,9816","8,3781","36,8611","40,3947","60,6856","288,3614","1062,0609"
OKD,OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"3,7759","8,5964","10,8217","27,4122","38,4551","197,3552","1070,4237"
OKP,OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,2,"3,3546","9,9291","20,0693","26,5625","45,8731","250,7891","402,1462"
OKT,OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3,"3,3096","10,0476","20,4196","26,8957","45,9902","249,1866","433,849"
OLA,OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON,Serbest Şemsiye Fonu,"","3,5857","5,0968","6,5679","8,7259","14,8346","97,1117",""
OLD,QNB PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"1,4711","3,313","7,634","15,7734","27,3103","74,9763",""
OLE,OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2,"3,2931","10,3205","21,566","28,3288","48,6183","250,0062",""
OMG,AZİMUT PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,8647","5,0146","10,9305","37,1445","43,8685","",""
ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"-0,3139","2,26","5,514","25,6173","25,6257","",""
ONK,AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","4,1684","6,7252","10,1879","12,9554","20,4165","106,5384",""
ONN,AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,6151","10,4076","19,6239","26,0243","46,3097","248,4357","421,4151"
ONS,İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9918","6,1847","11,4999","14,2541","21,5282","97,5237",""
OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"4,293","7,9565","15,7554","31,5477","46,2148","176,2707","683,6985"
OPD,OSMANLI PORTFÖY ANKA SERBEST FON,Serbest Şemsiye Fonu,2,"3,2386","9,997","20,0572","26,4517","45,4884","244,1522","486,1981"
OPF,OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"3,1964","5,3317","28,3078","36,158","63,4939","",""
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,1435","3,9497","7,9426","28,2572","35,3858","102,821","1107,2807"
OPI,OSMANLI PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,3897","-3,2816","-2,0784","17,7036","22,0617","88,0094","991,6512"
OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"7,2328","6,468","4,5905","18,7287","46,6407","202,2023","783,2355"
ORC,ASTRA PORTFÖY ALFA SERBEST FON,Serbest Şemsiye Fonu,7,"6,7214","10,8751","8,7711","33,0021","29,0885","",""
OSD,OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,1,"3,463","10,6259","21,5589","28,5389","49,2969","266,1453","483,1556"
OSL,OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,2,"3,3762","10,1865","20,1716","26,7135","46,7024","234,8362","386,4807"
OTJ,OYAK PORTFÖY KIYMETLİ MADENLER KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00",""
OTK,OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON,Serbest Şemsiye Fonu,"","3,0922","9,3693","19,2842","24,9882","41,9479","162,9286","371,37"
OTM,AZİMUT PORTFÖY OTOMOTİV SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"-0,1005","1,1867","-5,3258","2,5021","5,6674","",""
OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,0493","6,6753","10,2861","14,2416","22,9081","123,2815","654,5369"
OVD,QNB PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"8,2093","3,8371","21,6359","32,9374","62,2063","156,4727",""
P1A,A1 CAPİTAL PORTFÖY PARA PİYASASI (TL) SERBEST FON,Serbest Şemsiye Fonu,2,"3,7967","11,7323","23,0594","30,7153","","",""
PA2,PUSULA PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"11,17","","","","","",""
PAB,A1 CAPİTAL PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"3,6227","11,0301","21,9858","29,3094","","",""
PAF,PARDUS PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"13,1297","4,7279","-6,3856","7,789","54,241","",""
