Dışa Aktarım Tarihi:,21.08.2026 08:51:11
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,Uygulanan Yönetim Ücreti Yıllık (%),Fon İç Tüzüğünde Yer Alan Yönetim Ücreti Yıllık (%),Yıllık Getiri Oranı (%),Yıllık Azami Fon Toplam Gider Oranı (%)
TCB,TACİRLER PORTFÖY PARA PİYASASI FONU,Para Piyasası Şemsiye Fonu,"1,25","1,25","47,01","1,65"
TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,Serbest Şemsiye Fonu,"2,5","2,5","27,47",0
TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,Değişken Şemsiye Fonu,3,3,"37,24","1,65"
TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,5","2,5",0,"4,38"
TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,"1,5",0,"18,94","3,65"
TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"1,65","1,65","51,21","1,65"
TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,5","2,5","48,68","1,65"
TEJ,AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,84",0,"71,35","4,38"
TFF,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,1","2,1","52,87","4,38"
TFU,İŞ PORTFÖY TÜFEYE ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,"1,5",0,0,"3,65"
TGA,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,7","2,7","25,17","3,65"
TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,5",0,"65,45","3,65"
TGR,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,9","2,9","8,00","2,56"
THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,5","2,5","25,09","3,65"
THF,TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,0,"2,25","90,14",2
THT,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,"2,5","2,5","-1,61",0
THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,"0,13","0,13",0,""
TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"3,2",0,"15,62","3,65"
TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"1,9",0,"-0,01","2,19"
TI4,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,0,"38,46","3,65"
TI6,İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,2,0,"29,49","3,65"
TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,0,"32,08","3,65"
TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"1,9",0,"35,52","2,19"
TIL,İŞ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,7",0,0,"3,65"
TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,19","2,19",0,"4,38"
TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,19",0,0,"4,38"
TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,1,1,"23,07",""
TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,92","2,92","31,10","1,65"
TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,"1,95","1,95","28,18","3,65"
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,75","2,75","13,98","3,65"
TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,"1,2","1,2","45,63","1,65"
TLV,TERA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,0,0,2
TLY,TERA PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,0,2,"684,02",2
TLZ,ATA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,25","2,25","49,87","1,65"
TMC,İŞ PORTFÖY TEMA DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,0,"28,29","3,65"
TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,"2,5",0,"49,92","4,38"
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"2,5","2,5","28,32",2
TMU,AZİMUT PORTFÖY TEMKİNLİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2,0,0,"4,38"
TMZ,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2,0,"33,90","3,65"
TND,İŞ PORTFÖY TTF TENİSE DESTEK DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,0,"45,44","3,65"
TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,"1,75","1,75","45,58","3,65"
TP2,TERA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,1,"60,30",2
TPC,TEB PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,5","2,5",0,"4,38"
TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,"1,25","1,25","46,62","1,65"
TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1,1,"24,17",""
TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,"2,9","2,9",0,"3,65"
TPP,TEB PORTFÖY PUSULA SERBEST FON,Serbest Şemsiye Fonu,"2,5","2,5",0,""
TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,6","2,6","6,59","3,65"
TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,Katılım Şemsiye Fonu,"1,05","1,05","24,88","3,65"
TRJ,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,0,"1,5","63,52",2
TRO,TRIVE PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,"1,83","1,83","56,16","2,19"
TRU,TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,0,1,"23,30",2
TTA,İŞ PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,"1,9",0,"45,43","3,65"
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"1,9",0,"72,91","2,19"
TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,Serbest Şemsiye Fonu,"3,5","3,5","34,67",0
TTV,TACİRLER PORTFÖY VEGA SERBEST (TL)  FON,Serbest Şemsiye Fonu,"3,25","3,25","41,91",0
TUA,TEB PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,"1,95","1,95","51,77","3,65"
TVE,EMAA BLUE PORTFÖY TARIM VE GIDA SEKTÖRÜ KATILIM FONU,Katılım Şemsiye Fonu,"2,4","2,4",0,"3,65"
TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2,2,"57,13","4,38"
TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"3,2","3,2","20,27","3,65"
TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,75","2,75","24,57","4,38"
TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,2,2,"34,91","4,38"
ULH,ÜNLÜ PORTFÖY ONUNCU SERBEST FON,Serbest Şemsiye Fonu,"3,5","3,5","31,10",""
UNT,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Serbest Şemsiye Fonu,"0,9",0,"46,74",""
UP1,ÜNLÜ PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,"1,8","1,8","58,19","2,19"
UP2,ÜNLÜ PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,1,1,"47,20",""
UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,Serbest Şemsiye Fonu,1,1,"26,14",0
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,81","2,81","21,40","3,65"
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,1,"46,80","1,65"
URA,ATA PORTFÖY ENERJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,5","2,5","57,55","1,65"
USY,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON,Serbest Şemsiye Fonu,3,3,"53,17",0
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"3,3","3,3","11,09","2,56"
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,9","2,9","46,21","2,56"
VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Şemsiye Fonu,"1,5","1,5","43,76","2,54"
VFO,V PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,"1,8","1,8",0,"2,19"
VHS,VAKIF KATILIM PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,5","2,5",0,"3,65"
VKK,VAKIF KATILIM PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,"1,5","1,5",0,"3,65"
VKV,VAKIF KATILIM PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,"1,5","1,5",0,"2,56"
VLT,VAKIF KATILIM PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,"1,5","1,5",0,"2,19"
VMV,VEGA PORTFÖY MAVİ SERBEST FON,Serbest Şemsiye Fonu,1,1,"47,76",1585
VNK,VEGA PORTFÖY ANKA SERBEST FON,Serbest Şemsiye Fonu,"2,1","2,1","41,97","2,69"
VPA,VAKIF KATILIM PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,"1,25","1,25",0,"1,65"
VPP,VEGA PORTFÖY PARLA SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"2,1","2,1",0,"2,59"
VPS,VEGA PORTFÖY SALUR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,"3,68","3,68",0,"4,09"
VRK,DENİZ PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,"1,95","1,95",0,0
YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3,3,0,"4,38"
YAE,YAPI KREDİ PORTFÖY TLREF'E ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,2,2,0,"2,19"
YAK,YAPI KREDİ PORTFÖY KARMA FON,Karma Şemsiye Fonu,"2,75","2,75","34,31","3,65"
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3,3,0,"4,38"
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"3,55","3,55","9,31","3,65"
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,"3,25","3,25","81,56","3,65"
YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3,3,"26,27","3,65"
YBH,YAPI KREDİ PORTFÖY 5-15 YIL VADELİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"1,5",0,"25,35",""
YBR,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1,0,"26,40",""
YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,"1,83","1,83","46,80","3,65"
YCK,YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON,Serbest Şemsiye Fonu,"3,5",0,"41,83",""
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,3,0,"-1,98",""
YCY,İSTANBUL PORTFÖY KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,63",0,0,"4,38"
YDI,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"3,45","3,45","25,12","3,65"
YDP,YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,2,"45,92","3,65"
YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,01",2,"37,70","3,65"
YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,"2,01","2,01","39,13","3,65"
YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,Serbest Şemsiye Fonu,"2,9",0,"44,28",""
YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3,3,"35,38","1,65"
YHI,YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,3,3,"23,84",""
YHK,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"3,15","3,15","68,27","1,65"
YHP,YAPI KREDİ PORTFÖY KADIKÖY SERBEST FON,Serbest Şemsiye Fonu,"0,6",0,"47,44","1,65"
YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"3,45","3,45","27,51","3,65"
YHT,YAPI KREDİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,"2,42","2,42","44,36","3,65"
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2,2,"76,55","2,19"
YIK,YAPI KREDİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,"0,7",0,"47,41",""
YIT,GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,7","2,7",0,0
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,Değişken Şemsiye Fonu,"2,5","2,5","40,36","2,19"
YJK,YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,5","2,5",0,"2,19"
YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"1,2",0,"21,64",""
YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,Serbest Şemsiye Fonu,2,0,"39,31",""
YKT,YAPI KREDİ PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,"2,01","2,01","51,79","4,38"
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Değişken Şemsiye Fonu,"1,75","1,75","35,88","1,65"
YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2,2,"24,14","2,19"
YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,5","2,5","58,88","2,19"
YLY,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3,3,"10,94","1,65"
YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,Serbest Şemsiye Fonu,"1,5",0,"21,67",""
YMH,YAPI KREDİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,"2,5",0,"34,36",""
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"1,4",0,"15,55",""
YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3,3,"34,32","3,65"
YOZ,DENİZ PORTFÖY YAKAMOZ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"0,7","0,7",0,0
YP4,YAPI KREDİ PORTFÖY FERİKÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,1,0,"21,25",""
YPC,YAPI KREDİ PORTFÖY SÜRDÜRÜLEBİLİRLİK DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,5","2,5","42,39","1,65"
YPF,YAPI KREDİ PORTFÖY ALFA SERBEST FON,Serbest Şemsiye Fonu,2,0,"56,46",""
YPK,YAPI KREDİ PORTFÖY GALATA SERBEST FON,Serbest Şemsiye Fonu,"1,5",0,"22,37",""
YPL,YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"1,5",0,"24,63",""
YPR,AZİMUT PORTFÖY YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,35",0,"40,13","3,65"
YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3,3,0,"4,38"
YSA,YAPI KREDİ PORTFÖY SUADİYE SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"1,5",0,0,""
YSH,YAPI KREDİ PORTFÖY BÜYÜK ÖLÇEKLİ ŞİRKETLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,5","2,5",0,""
YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"1,5",0,"12,97",""
YSO,YAPI KREDİ PORTFÖY SAĞLIK SEKTÖRÜ SERBEST FON,Serbest Şemsiye Fonu,"2,5",0,"51,49",""
YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"1,5","1,5","34,59","3,65"
YTD,YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,5","2,5",0,"4,38"
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,5","2,5","37,01","1,65"
YTY,YAPI KREDİ PORTFÖY TARABYA SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"0,6",0,"20,63",""
YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,3,0,"21,74",""
YUI,YAPI KREDİ PORTFÖY BEYKOZ SERBEST FON,Serbest Şemsiye Fonu,"0,6",0,"30,10",""
YUN,YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"1,5",0,"24,53",""
YVB,YAPI KREDİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3,3,"25,01","3,65"
YVG,YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,1,0,"20,85",""
YZC,YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,3,3,"56,64","2,19"
YZG,YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,8","2,8",0,"4,38"
YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,2,2,"-0,26","2,19"
YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,Serbest Şemsiye Fonu,3,0,"23,93",""
YZT,AK PORTFÖY YAPAY ZEKA TEKNOLOJİLERİ ŞİRKETLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,9","2,9",0,"2,56"
ZBD,ZİRAAT PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,25","2,25","23,00","4,38"
ZBI,ZİRAAT PORTFÖY TEMKİNLİ KATILIM FONU,Katılım Şemsiye Fonu,2,2,"45,42",0
ZBJ,ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,"0,49","0,49","47,75","2,54"
ZBO,ZİRAAT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,"2,5","2,5","21,24","4,38"
ZCD,ZİRAAT PORTFÖY ALTINCI SERBEST (TL) FON,Serbest Şemsiye Fonu,"0,5","0,5","17,56",0
ZCK,ZİRAAT PORTFÖY AGRESİF KATILIM FONU,Katılım Şemsiye Fonu,"2,75","2,75","40,55",0
ZCN,ZİRAAT PORTFÖY EMTİA FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,"2,6","2,6","52,60","4,38"
ZDD,ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,2,"38,89","4,38"
ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,75","2,75","-1,48","4,38"
ZFB,AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,9","2,9","52,02","2,56"
ZHH,ZİRAAT PORTFÖY HALKBANK SÜRDÜRÜLEBİLİRLİK 30 ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,25","2,25","24,62",0
ZIH,ZİRAAT PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,25","2,25",0,""
ZJB,ZİRAAT PORTFÖY BİRİNCİ SERBEST (TL) FON,Serbest Şemsiye Fonu,"1,75","1,75","-20,18","2,54"
ZJI,ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON,Serbest Şemsiye Fonu,"1,75","1,75","-20,84","2,54"
ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,75","2,75","31,59","2,54"
ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,75","2,75","21,23","2,54"
ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"2,75","2,75","22,96","2,54"
ZMT,AZİMUT PORTFÖY 22.0 SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"1,05",0,"22,86",""
ZMY,ZİRAAT PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,Değişken Şemsiye Fonu,"2,75","2,75","22,72",0
ZP6,ZİRAAT PORTFÖY SEDEF KATILIM SERBEST (DÖVİZ - AMERİKAN DOLARI) FON,Serbest Şemsiye Fonu,1,1,"21,25",0
ZP8,ZİRAAT PORTFÖY KEHRİBAR PARA PİYASASI KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,1,1,"46,54",0
