Dışa Aktarım Tarihi:,21.08.2026 08:51:16
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,İlk Portföy Büyüklüğü,Son Portföy Büyüklüğü,Portföy Büyüklüğü Değişimi (%),Tedavüldeki İlk Pay Adedi,Tedavüldeki Son Pay Adedi,Pay Adedi Değişimi (%),Getiri Oranı (%)
KTV,KUVEYT TÜRK PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Kisa Vadeli Kira Sertifikalari Katilim Fonu,"24440785709,46","0,00",-100,"3278419157,00","0,00",-100,"-100,00"
KU3,KUVEYT TÜRK PORTFÖY ÜÇÜNCÜ KATILIM FONU,Katılım Fonu,"256733943,97","0,00",-100,"225975950,00","0,00",-100,"-100,00"
KUA,KUVEYT TÜRK PORTFÖY AGRESİF KATILIM FONU,Katılım Fonu,"115130869,28","0,00",-100,"79951571,00","0,00",-100,"-100,00"
KUB,KARE PORTFÖY DEĞİŞKEN  (DÖVİZ) FONU,Değişken Fon,"594140494,71","0,00",-100,"823649274,00","0,00",-100,"-100,00"
KUD,KUVEYT TÜRK PORTFÖY DİNAMİK KATILIM FONU,Katılım Fonu,"209675863,36","0,00",-100,"125581422,00","0,00",-100,"-100,00"
KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,Katılım Fonu,"7420855722,48","0,00",-100,"689071106,00","0,00",-100,"-100,00"
KVK,HEDEF PORTFÖY KATILIM İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Fon,"537994977,24","853482782,41","58,64","433665736,00","669210862,00","54,31","2,80"
KVR,ATLAS PORTFÖY KISA VADELİ KATILIM SERBEST FON,Serbest Fon,"121852680,68","112883543,17","-7,36","97300361,00","87250651,00","-10,33","3,31"
KVS,AZİMUT PORTFÖY KISA VADELİ SERBEST (TL) FON,Serbest Fon,"28423237670,48","29783507386,52","4,79","7716634205,00","7810391376,00","1,22","3,53"
KVT,AK PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"98929984,32","87377964,79","-11,68","65460991,00","60651745,00","-7,35","-4,67"
KYA,KARE PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"67873752,67","0,00",-100,"55282151,00","0,00",-100,"-100,00"
KYS,KARE PORTFÖY YEDİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"11074860,24","0,00",-100,"207895,00","0,00",-100,"-100,00"
KZL,KUVEYT TÜRK PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"83369461832,61","0,00",-100,"3276769594,00","0,00",-100,"-100,00"
KZU,KUVEYT TÜRK PORTFÖY İKİNCİ ALTIN KATILIM FONU,Katılım Fonu,"405563112,56","0,00",-100,"187751074,00","0,00",-100,"-100,00"
LKF,İŞ PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"71533592,07","94336007,93","31,88","75593875,00","88923145,00","17,63","12,11"
LKT,AKTİF PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"86595421,93","254997796,13","194,47","47660341,00","135808992,00","184,95","3,34"
LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"27423650,48","28911533,53","5,43","23134856,00","24055751,00","3,98","1,39"
LPH,STATECH PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"2440023446,11","3658535124,42","49,94","1735359929,00","2507254856,00","44,48","3,78"
LTL,AHLATCI PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"838165751,33","362331513,11","-56,77","744758335,00","336502783,00","-54,82","-4,32"
MAC,MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"4758084373,49","4378690733,10","-7,97","5987489650,00","5777010747,00","-3,52","-4,62"
MAD,MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"23474232,52","22745033,50","-3,11","22387662,00","22156424,00","-1,03","-2,10"
MAS,MARMARA CAPİTAL PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"844836409,24","772999288,21","-8,5","63279027,00","63425635,00","0,23","-8,71"
MBL,MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"20301192,75","20989790,04","3,39","72866097,00","72990784,00","0,17","3,22"
MBR,MT PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"233167042,80","451153074,16","93,49","138191798,00","256972445,00","85,95","4,05"
MCU,AZİMUT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"56117346,67","182677808,87","225,53","41669348,00","130619496,00","213,47","3,85"
MD1,MT PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"78134911,86","220364072,83","182,03","35896963,00","95649393,00","166,46","5,85"
MD2,MT PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"159592202,51","290602643,43","82,09","75296320,00","131258680,00","74,32","4,46"
MDF,FİBA PORTFÖY MODEL EMTİA FON SEPETİ SERBEST FON,Serbest Fon,"518831900,25","507658200,87","-2,15","427987634,00","386063834,00","-9,8","8,47"
MET,GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,Değişken Fon,"758239347,95","0,00",-100,"127662949,00","0,00",-100,"-100,00"
MGB,İŞ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"67135531,93","65301302,54","-2,73","46549057,00","43961486,00","-5,56","2,99"
MGH,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"474133101,50","494363879,62","4,27","218427348,00","217107248,00","-0,6","4,90"
MHF,MT PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"326061939,01","483066164,32","48,15","136415327,00","199849120,00","46,5","1,13"
MJB,AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"49760019,66","51990317,33","4,48","6698321,00","6719737,00","0,32","4,15"
MJG,AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU,Fon Sepeti Fonu,"881307981,09","982326776,92","11,46","92492214,00","90467642,00","-2,19","13,96"
MJH,AKTİF PORTFÖY FORTUNA SERBEST FON,Serbest Fon,"28848752,84","26258611,72","-8,98","6090496,00","6085154,00","-0,09","-8,90"
MJL,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"845787852,44","911373619,39","7,75","14248641,00","14729971,00","3,38","4,23"
MKA,MARMARA CAPİTAL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"98801921,07","87959837,42","-10,97","72552919,00","68714086,00","-5,29","-6,00"
MKG,AKTİF PORTFÖY ALTIN KATILIM FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"1465571625,95","1618272242,02","10,42","92092495,00","90083610,00","-2,18","12,88"
MLT,DENİZ PORTFÖY MELTEM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"27477539,98","23356413,76",-15,"20546046,00","17783792,00","-13,44","-1,80"
MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Yoğun,"156106108,76","154561556,20","-0,99","9480988,00","9191600,00","-3,05","2,13"
MOZ,EMAA BLUE PORTFÖY MOZAİK SERBEST FON,Serbest Fon,"313386951,75","325552690,84","3,88","255786537,00","255777258,00",0,"3,89"
MPE,MT PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Fonu,"69056605,81","90368067,24","30,86","49450468,00","65234815,00","31,92","-0,80"
MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,Kisa Vadeli Kira Sertifikalari Katilim Fonu,"1359797153,61","1361470963,30","0,12","168647855,04","163569956,04","-3,01","3,23"
MPI,MEKSA PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON,Serbest Fon,"71307057,27","72117803,43","1,14","23688047,00","23207410,00","-2,03","3,23"
MPK,AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,Katılım Fonu,"269615131,07","277351258,15","2,87","28125132,96","28038168,96","-0,31","3,19"
MPL,MT PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Fonu,"918361564,46","680588649,09","-25,89","467288965,00","337300762,00","-27,82","2,67"
MPN,AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON,Serbest Fon,"371046007,63","376992758,30","1,6","6168317,00","6128206,00","-0,65","2,27"
MPP,MEKSA PORTFÖY PRİME SERBEST FON,Serbest Fon,"420348402,31","361652976,52","-13,96","19384931,00","16836994,00","-13,14","-0,94"
MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Yoğun,"170556226,51","155643498,33","-8,74","6939673,32","6308725,32","-9,09","0,38"
MRI,TEB PORTFÖY MERİDYEN SERBEST FON,Serbest Fon,"13027916,43","13384375,39","2,74","10689086,00","10801755,00","1,05","1,66"
MT1,MT PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"36814269,69","28338578,23","-23,02","820644,00","616100,00","-24,92","2,53"
MT2,MT PORTFÖY PARA PİYASASI SERBEST (TL) FON,Serbest Fon,"8090473579,40","6098579152,43","-24,62","5943681267,00","4335603073,00","-27,06","3,34"
MTD,BV PORTFÖY MALZEME TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"144611890,28","142420279,36","-1,52","123108989,00","110387878,00","-10,33","9,83"
MTF,MT PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"68891034,99","75913588,40","10,19","50060728,00","53694018,00","7,26","2,74"
MTG,DENİZ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOGUN FON),Serbest Fon,"151875419,09","259942440,49","71,16","91360553,00","149557522,00","63,7","4,55"
MTH,MT PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"304803980,19","292131649,81","-4,16","142179653,00","127143764,00","-10,58","7,18"
MTK,MT PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"42643004,80","81535211,73","91,2","25354562,00","45517147,00","79,52","6,51"
MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Fonu,"68180737,70","28127452,47","-58,75","25226371,00","10275176,00","-59,27","1,28"
MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Fon,"149361967,02","149662926,26","0,2","27897884,00","27327206,00","-2,05","2,29"
MTX,TEB PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,Değişken Fon,"87335876,51","83479727,44","-4,42","16862901,00","15771187,00","-6,47","2,20"
MUT,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"843745086,36","858409188,31","1,74","450484896,00","441115430,00","-2,08","3,90"
NAK,NEO PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"112451182,83","124934938,07","11,1","115306397,00","114126513,00","-1,02","12,25"
NAU,NEO PORTFÖY ALTIN FONU,Altın Ve Diğer Kıymetli Madenler Fonu,"2290206580,77","2506237426,50","9,43","806046566,00","791973459,00","-1,75","11,38"
NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,Serbest Fon,"1796583548,48","2153513974,13","19,87","270347311,00","309103405,00","14,34","4,84"
NBO,NEO PORTFÖY BORÇLANMA ARACI FONLARI FON SEPETİ FONU,Fon Sepeti Fonu,"1931887087,93","0,00",-100,"1320381758,00","0,00",-100,"-100,00"
NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"1370372852,78","1405054070,02","2,53","19270721,00","19392065,00","0,63","1,89"
NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,Serbest Fon,"7085110146,10","8407107405,91","18,66","125338053,00","145718615,00","16,26","2,06"
NFF,NEO PORTFÖY FON SEPETİ SERBEST FON,Serbest Fon,"2100584762,54","0,00",-100,"1605474021,00","0,00",-100,"-100,00"
NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"18594642,93","0,00",-100,"3259777,00","0,00",-100,"-100,00"
NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"194585973,34","142698921,14","-26,67","31017619,00","23763388,00","-23,39","-4,28"
NJF,NUROL PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"1050781584,58","1170681908,02","11,41","90780392,00","90962977,00","0,2","11,19"
NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"1260508423,22","1912756630,02","51,74","223817891,00","328211417,00","46,64","3,48"
NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,Katılım Fonu,"301904544,71","322976535,78","6,98","41476355,00","42970838,00","3,6","3,26"
NKA,NEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"152579444,74","131499817,61","-13,82","3137910,00","2655563,00","-15,37","1,84"
NKC,NEO PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"413044301,15","350066620,29","-15,25","312587451,00","278076004,00","-11,04","-4,73"
NKM,NEO PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"52224627,98","51244618,43","-1,88","50242757,00","49527265,00","-1,42","-0,46"
NKP,NEO PORTFÖY KAR PAYI ÖDEYEN DEĞİŞKEN FON,Değişken Fon,"182791208,55","184176582,31","0,76","161805043,00","162307447,00","0,31","0,45"
NKT,NUROL PORTFÖY BİRİNCİ KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"64731637,13","69353376,83","7,14","42772940,00","44049741,00","2,99","4,03"
NLE,NUROL PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"382935376,31","363774277,67",-5,"240590645,00","229717624,00","-4,52","-0,51"
NLK,NUROL PORTFÖY KISA VADELİ SERBEST FON,Serbest Fon,"4390929718,61","5127429805,30","16,77","2409749756,00","2719134134,00","12,84","3,49"
NME,NUROL PORTFÖY MERCAN KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"60392768,69","63363935,77","4,92","1078925,00","1087397,00","0,79","4,10"
NMU,NUROL PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"478552556,40","891685631,69","86,33","391700510,00","709498001,00","81,13","2,87"
NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"2672387185,75","2136724784,74","-20,04","114677523,00","92247480,00","-19,56","-0,60"
NOI,TACİRLER PORTFÖY NOVA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Serbest Fon,"1040781607,52","1126242506,80","8,21","734938635,00","769174600,00","4,66","3,39"
NPH,NUROL PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"260317396,53","216115279,82","-16,98","169206209,00","137932164,00","-18,48","1,84"
NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"263568603,00","233891021,62","-11,26","21928803,00","20422751,00","-6,87","-4,72"
NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,Para Piyasası Fonu,"6658833496,92","7830689204,91","17,6","1235026830,00","1404538207,00","13,73","3,41"
NSA,NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON,Serbest Fon,"1200781546,86","1065767297,53","-11,24","486389131,00","417606171,00","-14,14","3,37"
NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,Serbest Fon,"11799977752,31","14808590666,75","25,5","184288876,00","226761439,00","23,05","1,99"
NSH,NUROL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"1762486961,74","2216599657,04","25,77","827369580,00","1007380442,00","21,76","3,29"
NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,Serbest Fon,"383287002,76","396143702,08","3,35","58975851,00","58995499,00","0,03","3,32"
NSP,NUROL PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Fonu,"1305672632,40","1370191870,80","4,94","731290738,00","742670077,00","1,56","3,33"
NST,İŞ PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"63892195,04","55513979,45","-13,11","52224762,00","46621476,00","-10,73","-2,67"
NSY,NEO PORTFÖY YEDİNCİ SERBEST FON,Serbest Fon,"1177334884,75","1174722348,41","-0,22","850057406,00","828591906,00","-2,53","2,36"
NTB,AZİMUT PORTFÖY AVŞAR HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"3102322375,72","3166251770,11","2,06","550964241,00","550964241,00",0,"2,06"
NTI,NEO PORTFÖY TEKNOLOJİ VE İNOVASYON DEĞİŞKEN FON,Değişken Fon,"368766657,24","356371784,67","-3,36","241697438,00","225900607,00","-6,54","3,40"
NUB,NUROL PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"2079737931,64","2138630809,30","2,83","35793514,00","35315274,00","-1,34","4,22"
NUH,NEO PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"189272650,42","217033493,90","14,67","141198819,00","159010348,00","12,61","1,82"
NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,Para Piyasası Fonu,"6104196549,87","6829540560,97","11,88","1307720267,00","1415399105,00","8,23","3,37"
NVC,NEO PORTFÖY VENTO SERBEST FON,Serbest Fon,"88458297,46","135316271,76","52,97","25592574,00","35836669,00","40,03","9,24"
NVK,INVEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"101263959,10","103247821,41","1,96","2212646,00","2212566,00",0,"1,96"
NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Serbest Fon,"430602351,86","423225953,57","-1,71","95310906,00","90973472,00","-4,55","2,97"
NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,Serbest Fon,"536912611,95","518052760,30","-3,51","9541286,00","8839218,00","-7,36","4,15"
NZH,NEO PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"596659743,89","556358329,91","-6,75","173276288,00","156759618,00","-9,53","3,07"
NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,Serbest Fon,"8410494210,84","9037871848,62","7,46","1432197002,00","1489926246,00","4,03","3,30"
NZU,NUROL PORTFÖY ZÜMRÜT KATILIM SERBEST (DÖVİZ) FON,Serbest Fon,"48568038,98","77125970,48","58,8","970528,00","1512224,00","55,81","1,92"
OBI,OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"299092603,09","316056113,72","5,67","98375386,00","99733396,00","1,38","4,23"
OBP,OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"38365201,91","38982139,54","1,61","192796571,00","188573554,00","-2,19","3,88"
ODD,OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON,Serbest Fon,"452881780,86","469070363,58","3,57","42628334,00","42625854,00","-0,01","3,58"
ODG,ONE PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"81394858,87","69607711,72","-14,48","71318343,00","59317548,00","-16,83","2,82"
ODP,OSMANLI PORTFÖY BİRİNCİ SERBEST FON,Serbest Fon,"299931437,38","298544329,44","-0,46","44276942,00","41953448,00","-5,25","5,05"
ODS,OYAK PORTFÖY İKİNCİ SERBEST(DÖVİZ) FON,Serbest Fon,"113809600,82","114787774,87","0,86","1672689,00","1650521,00","-1,33","2,21"
ODV,AK PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Fonu,"1637323185,93","0,00",-100,"85962254,00","0,00",-100,"-100,00"
OFI,OYAK PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"150631977,25","157250195,21","4,39","39009116,00","38669808,00","-0,87","5,31"
OFS,OYAK PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"179953673,40","186763831,23","3,78","22941728,00","22624815,00","-1,38","5,24"
OGD,OYAK PORTFÖY ALTIN KATILIM FONU,Katılım Fonu,"719888267,02","798309187,40","10,89","68159779,00","67024280,00","-1,67","12,77"
OHB,OYAK PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1385715964,59","1429092674,62","3,13","59125698,00","59046877,00","-0,13","3,27"
OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"30823964,32","28825302,85","-6,48","11022337,00","9789832,00","-11,18","5,29"
OIL,OSMANLI PORTFÖY ALTIN FON SEPETİ FONU,Fon Sepeti Fonu,"41694243,54","44298402,86","6,25","11820846,00","11321578,00","-4,22","10,93"
OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,Fon Sepeti Fonu,"19096352,85","19079297,21","-0,09","3889946,00","3752430,00","-3,54","3,57"
OJB,QNB PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"27789231595,29","26731787429,75","-3,81","531080237,00","501482537,00","-5,57","1,87"
OJK,QNB PORTFÖY ALTIN FONU,Altın Fonu,"42966996719,74","47535133260,06","10,63","3528298328,00","3460086493,00","-1,93","12,81"
OJT,QNB PORTFÖY TEKNOLOJİ FON SEPETİ FONU,Fon Sepeti Fonu,"4601178211,49","4690821108,68","1,95","374264469,00","363450360,00","-2,89","4,98"
OKD,OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"86075944,90","83189516,28","-3,35","145328759,00","135344947,00","-6,87","3,78"
OKP,OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"70760154,48","75207926,67","6,29","11311014,00","11631794,00","2,84","3,35"
OKT,OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"112356762,87","110860584,29","-1,33","709655582,00","677774469,00","-4,49","3,31"
OLA,OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON,Serbest Fon,"20307103,92","20653084,36","1,7","388654,99","381593,99","-1,82","3,59"
OLD,QNB PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,Fon Sepeti Fonu,"152145883,45","145141539,61","-4,6","48377952,00","45481702,00","-5,99","1,47"
OLE,OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Fonu,"324009769,70","325378501,65","0,42","66070594,00","64234412,00","-2,78","3,29"
OMG,AZİMUT PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"1400922322,90","1340350171,13","-4,32","766848502,00","720260806,00","-6,08","1,86"
ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Fon,"32666125,44","33638598,15","2,98","21841609,16","22562655,48","3,3","-0,31"
ONK,AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON,Serbest Fon,"99648462087,62","101714528596,31","2,07","1707360638,00","1673022301,00","-2,01","4,17"
ONN,AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON,Serbest Fon,"1300039865,47","1256860197,12","-3,32","209172591,00","195169455,00","-6,69","3,62"
ONS,İŞ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,Serbest Fon,"157765640285,36","160241435502,64","1,57","2970274215,00","2957970209,00","-0,41","1,99"
OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Fon,"48462338,34","50500088,47","4,2","3701034,00","3697906,00","-0,08","4,29"
OPD,OSMANLI PORTFÖY ANKA SERBEST FON,Serbest Fon,"65756893,07","67787917,59","3,09","7957673,00","7946114,00","-0,15","3,24"
OPF,OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Fon,"446195518,74","452761253,79","1,47","144133842,00","141724678,00","-1,67","3,20"
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"958397481,50","934440479,71","-2,5","36369914,00","35409957,00","-2,64","0,14"
OPI,OSMANLI PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Fonu,"219763120,02","222005351,02","1,02","9499519,00","9633989,00","1,42","-0,39"
OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Fon,"42393151,20","35810031,47","-15,53","4644060,00","3658298,00","-21,23","7,23"
ORC,ASTRA PORTFÖY ALFA SERBEST FON,Serbest Fon,"1169252864,50","1251704929,80","7,05","805363888,00","807856207,00","0,31","6,72"
OSD,OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Fonu,"626243485,71","611742264,98","-2,32","45492538,00","42951708,00","-5,59","3,46"
OSL,OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Fonu,"1559047030,23","1353286056,59","-13,2","10339063246,00","8681394714,00","-16,03","3,38"
OTJ,OYAK PORTFÖY KIYMETLİ MADENLER KATILIM FON SEPETİ FONU,Fon Sepeti Fonu,"3058986371,47","0,00",-100,"476063719,00","0,00",-100,"-100,00"
OTK,OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON,Serbest Fon,"4831839,00","4919718,03","1,82","593004,00","585679,00","-1,24","3,09"
